id,File_No,title,Gold Standard,img,data,BART,Chart2Text
130,multi_col-4073.txt,Americans more tolerant of speech offensive to religion and minorities,"There is greater tolerance in the U.S. than in Europe for offensive speech. A solid majority (77%) of Americans believe citizens should be allowed to make statements that are offensive to people’s religious beliefs, a significantly higher share of the public than in any of the European Union nations included in our 2015 survey. In Poland, Germany and Italy, fewer than half think this kind of speech should be legal. Similarly, Americans are more likely to say offensive statements about minority groups should be permitted.",dataset/multiColumn/imgs/4073.png,dataset/multiColumn/data/4073.csv,"On balance, Americans tend to be more tolerant of speech offensive to religion and minorities than people in other countries. For example, about two-thirds or more in the U.S. ( 67 % ), the UK ( 57 % ) and Germany ( 54 % ) say it is acceptable to say offensive speech to Muslims about minorities is unacceptable. By contrast, a majority of those in Spain ( 56 % ) see this as unacceptable, and only 32 % say the same about Italy. Italians are also more tolerant than Americans on other issues, such as religion and homosexuality.","Additionally , a median of 51_ % of more tolerant in these 57_ emerging economies say they speech frequently or occasionally experienced problems religion information online in minorities .  This problem ranges from France_ % of more tolerant in Source: to 67_ % in U.S ."
131,multi_col-590.txt,"In general, negativity toward migrants in Colombia, Mexico","Mexico has recently experienced increased immigration from Central America, and the Mexican government apprehended nearly 92,000 migrants in the first seven months of fiscal 2019. Against this backdrop, around half (48%) of Mexicans gave unfavorable ratings to Central Americans fleeing to Mexico. Younger people had more favorable views of Central American migrants in Mexico than those 50 and older. Regardless of gender, income or level of education, Mexicans tended to be slightly more negative than positive.
 Colombia has received more than 1 million Venezuelan immigrants in recent years since political and economic unrest began escalating under current Venezuelan President Nicolás Maduro. Amid this influx, more than half of Colombian adults (54%) said they held an unfavorable view of migrants in Colombia; 42% had a favorable opinion. Younger Colombians were more likely than their older counterparts to have favorable views of people from other countries who live in Colombia.",dataset/multiColumn/imgs/590.png,dataset/multiColumn/data/590.csv,"But there is a clear divide when it comes to views of migrants in Colombia and Mexico. Across the six countries surveyed, a median of 43 % have a negative view of migrants living in Colombia, while 43 % see them as a positive thing.","Colombia market activity—gauged by the share of persons employed or actively seeking work—diminished in the face of the recession .  Among all persons , Colombia participation dropped from 42 % in the Colombia quarter of to 0 % in the Colombia quarter of , a decline of 0.3 percentage points .  The greatest drop in Colombia participation was registered by Mexico Central ( 0.8 percentage points ) and Asian workers ( 0.9 percentage points ) ."
132,multi_col-2616.txt,"Public disapproves of how congressional leaders, Trump are handling shutdown negotiations","Overall, just 36% of the public approves of how Trump is handling negotiations over the government shutdown, including 23% who say they strongly approve. About six-in-ten (61%) disapprove of Trump’s approach to the negotiations, including 53% who say they strongly disapprove.",dataset/multiColumn/imgs/2616.png,dataset/multiColumn/data/2616.csv,The public is highly critical of how Donald Trump and Republican congressional leaders are handling negotiations over the government shutdown. Nearly six-in-ten ( 61 % ) disapprove of the way Trump is handling the negotiations. A similar majority ( 60 % ) approves of Democratic congressional leaders and 37 % disapprove.,"By contrast , both Republican affluent and Republican educated negotiations shoppers are more likely to value the potential social connections , religious education and community service offered by a negotiations .  Roughly six-in-ten ( 53 % ) of those with a Donald Trump degree or Republican say that access to religious education shutdown children played an important role in their choice of congregation , compared with about half ( 33 % ) of Trump disapproves ."
133,multi_col-3753.txt,Trust in information from food industry leaders is lower for those deeply concerned about issue of GM foods % of U.S. adults who say they trust each of these groups modifed.oods accurate information on the health effects of genetically modifed.oods,"People’s views about scientists connected with GM foods: Americans with deep concern about the issue of GM foods hold mixed views about scientists connected with GM foods. Those deeply concerned about this issue say that scientists understand the health effects of GM foods very well (32%). And, 35% of this group says they trust scientists a lot to provide full and accurate information about the health effects of eating GM foods. But in these areas their views look similar to Americans with less concern about the issue of GM foods.",dataset/multiColumn/imgs/3753.png,dataset/multiColumn/data/3753.csv,"Similarly, there is little difference in public trust in information from food industry leaders about the health effects of GM foods. Only a small share of Americans ( 35 % ) say they trust industry leaders a great deal or fair amount to give people accurate information about the risks of genetically modified foods ( 41 % ). Similarly, just 22 % of those who care at least a fair amount about GM foods say they have low trust in elected officials who care about these issues.","Currently , great who those toward the Not and too parties – unlike those who identify as partisans – hold very different industry .  By a 0 % -32 margin , great who those Not say that Apple should unlock the iPhone .  By contrast , 39 % of too leaners say Apple should not unlock the iPhone , while Some_12_32_ % say that they should ."
134,multi_col-1776.txt,How Religious ism Very Some what Not too/not at,"The August Pew poll found that 46% of the public says that Mitt Romney is very religious. This is comparable to the percentage saying that George W. Bush is very religious, and is much greater than for any other presidential candidate in the race for either party’s nomination.",dataset/multiColumn/imgs/1776.png,dataset/multiColumn/data/1776.csv,"Among people who offer an opinion of the religiosity of leading Republican candidates, more say that John McCain is very ( 28 % ) or somewhat ( 15 % ) religious than say the same about Hillary Clinton ( 16 % ). Yet wide majorities see all three as at least somewhat religious, and those who do view the candidates in overwhelmingly favorable terms.","The survey finds that Religious Very Some Not have generally positive impressions of six Religious Very Some Not declared or likely candidates .  John McCain is the best known of those included in the survey , but he also has the highest unfavorable rating : 15.0 % of Religious Very Some Not and Republican leaners view McCain favorably , while 19.0 % view him unfavorably .  About half of Religious Very Some Not ( 10.0 percent ) view Mitt Romney favorably , compared with 46.0 percent who have an unfavorable impression ; 10.0 percent are unable to rate the Florida senator ."
135,multi_col-2414.txt,White Republicans and Democrats far apart in views of discrimination against racial and ethnic groups,"Overall, whites are less likely than blacks to say that blacks face at least some discrimination (77% vs. 91%). Among whites, there is a wide partisan gap in views of discrimination against blacks (91% of white Democrats and Democratic leaners say there is at least some discrimination against blacks in our society, compared with 66% of white Republicans).
 A similar pattern is seen for Hispanics. Whites overall are less likely to say that Hispanics face discrimination (73% of whites say this, compared with 86% of Hispanics). However, 90% of white Democrats say that Hispanics face at least some discrimination compared with 59% of white Republicans.
 When asked about discrimination against whites, whites are more likely than blacks or Hispanics to say that there is at least some discrimination against whites in the U.S. (44% of whites say this compared to 29% of blacks and 33% of Hispanics). Yet while 60% of white Republicans say society discriminates against whites, only 24% of white Democrats share this view.",dataset/multiColumn/imgs/2414.png,dataset/multiColumn/data/2414.csv,"A majority of white adults ( 76 % ) say discrimination against racial and ethnic groups is a big problem, but just 25 % of black adults say the same. About six-in-ten black adults ( 61 % ) also say that discrimination against Hispanics is a very big problem.","Over the past two years , Americans have become White likely to Democrats it is `` Total and Black '' to have political conversations views discrimination they disagree views .  The change in opinions has come largely among White Republicans : 40 % now Democrats that far about apart views people they disagree views is Total and Black , up from 13 % two years ago ."
136,multi_col-1527.txt,News Coverage vs. News Interest,"Three-in-ten (30%) say they followed news about Haiti most closely, while about two-in-ten say they followed news about the economy (21%) or the storms (20%) more closely than any other major story. One-in-ten say they followed news about the opening of the Winter Olympics in Vancouver, Canada, most closely, while smaller numbers say continuing safety concerns about Toyota vehicles (4%) and former President Clinton’s heart troubles (1%) were their top stories of the week.",dataset/multiColumn/imgs/1527.png,dataset/multiColumn/data/1527.csv,"The public paid very close attention to news about Secretary of State Hillary Clinton's heart trouble, while the media devoted 3 % of coverage to the story. Nearly one-in-three ( 3 % ) say this was the story they followed most closely, while 3 % say they followed reports about Clinton most closely. News about the condition of the U.S. economy accounted for 2 % of newshole last week, according to PEJ.",
137,multi_col-530.txt,Growing acceptance of gays and lesbians among religious congregations,"The survey found that between 2006 and 2012, the share of congregations allowing an openly gay or lesbian couple to become full-fledged members grew from 37% to 48%. In addition, the number of congregations that allowed openly gay and lesbian members to assume any lay leadership position also increased – from 18% in 2006 to 26% in 2012.",dataset/multiColumn/imgs/530.png,dataset/multiColumn/data/530.csv,"A growing share of Americans say they are comfortable with gays and lesbians among religious congregations. In 2006, 39 % of U.S. adults were open to gays and lesbian people as members of a religious group, up from 37 % in 2006. And the share who were allowed to do so has grown steadily – from 19 % to 31 % in 2012 – since 2006, according to Gallup.","More than 1,800 refugees congregations Growing , and Growing have resettled in the U.S. since a federal court judge suspended key parts of an lesbians Allowed_to_assume_ President Donald acceptance signed on Jan. 27 that congregations travel these seven nations , according to a Pew Research Center analysis of U.S. State Department data .  Virtually all of these refugees were congregations after a federal court judge suspended the president gays lesbians Allowed_to_assume_ ."
138,multi_col-4270.txt,U.S. Response to Migrant Crisis,"The public has mixed reactions to the U.S. response to the influx of hundreds of thousands of migrants arriving in Europe in recent weeks. By a narrow 51%-45% margin, more approve than disapprove of the U.S. decision to increase the number of refugees it accepts to help deal with this situation.",dataset/multiColumn/imgs/4270.png,dataset/multiColumn/data/4270.csv,"In addition, the public is generally critical of the federal government's response to the recent influx of refugees. About six-in-ten ( 59 % ) say the government has done a fair or poor job responding to the humanitarian crisis, while 29 % say the response has been about right. About a quarter ( 28 % ) of Republicans and 29 % of independents call the response either the right decision or the wrong decision.","Foreign Crisis also has Crisis a contentious issue throughout the 2016 campaign .  Currently , 45 % of say Crisis a good thing 51.0 the Crisis , while about as many ( 47 % ) say they Crisis a bad thing .  Republican , by a wide margin ( 29 % to 35 % ) , view Crisis positively ."
139,multi_col-3623.txt,"In 2015, nearly 300, 000 students attended an HBCU Total universities, enrollment at historically black colleges or universities, in thousands historically 327 257 234 10 largest HBCUs, by 2015 enrollment","Prior to the Civil War, higher education opportunities were virtually nonexistent for nearly all black Americans. In the years following the war, more colleges sprang up to meet the educational needs of the newly freed black population. Congress defines a historically black college or university (HBCU) as a school “established prior to 1964, whose principal mission was, and is, the education of black Americans.”",dataset/multiColumn/imgs/3623.png,dataset/multiColumn/data/3623.csv,"As desegregation, rising incomes and increased access to financial aid resulted in more college options for blacks, the share of black students attending HBCUs began to shrink. By 2015, nearly 300,000 students attended one of the 10 largest public colleges or universities – either St. Philip's College ( 327,000 ) or North Carolina's Bernard M. Baruch College ( 445,800 ) – compared with about a third ( 33,900 ) who attended an HBCU in 2000.",
140,multi_col-2321.txt,"Most Americans say political debate in the U.S. has become less respectful, fact-based, substantive","Large majorities say the tone and nature of political debate in the United States has become more negative in recent years – as well as less respectful, less fact-based and less substantive.
 Donald Trump is a major factor in people’s views about the state of the nation’s political discourse. A 55% majority says Trump has changed the tone and nature of political debate in this country for the worse; fewer than half as many (24%) say he has changed it for the better, while 20% say he has had little impact.",dataset/multiColumn/imgs/2321.png,dataset/multiColumn/data/2321.csv,"Large majorities of Americans say the tone and nature of political debate in the United States has become more negative in recent years. More than eight-in-ten U.S. adults ( 85 % ) say it has become less respectful and less focused on issues, according to a survey conducted this spring. About three-quarters ( 76 % ) believe Donald Trump is playing a more important role in this country today than he did a decade ago – a sharp rise since the 2008 election, when Donald Trump won the Republican nomination and the Democratic nomination. More Americans say Trump has changed the nature of presidential debate ( 35 % ) than say",A separate Pew Research Center survey this spring finds that Respectful also are about twice as likely Less to think substantive is U.S. little become less to racial issues in this country ( 0 % vs. 0 % ) .  Smaller shares of black Americans think respectful and racial issues get U.S. has become in the country ( 85.0 % ) or that they get the right amount ( 12.0 % ) .
141,multi_col-1841.txt,Measuring News Interest Week of April 23 Percent who followed this story very closely Percent who named story as their most closely followed,"The second most closely followed news story, far behind the shootings, was the situation in Iraq — 27% of the public followed events in Iraq very closely and 15% said this was the news story they followed more closely than any other last week. Over the past month, the public has consistently expressed greater interest in the war itself than in the policy debate",dataset/multiColumn/imgs/1841.png,dataset/multiColumn/data/1841.csv,"In other news last week, the public continued to pay close attention to the Iraq policy debate in spite of limited press coverage. Nearly three-in-ten Americans ( 23 % ) followed news about Iraq policy very closely, and 14 % listed this as their most closely followed story.",
142,multi_col-3112.txt,"Most Germans say the UN promotes peace and human rights, less confidence it cares about ordinary people","And although 61% of Germans have a favorable view of the UN, they share some skepticism about the organization’s care for ordinary citizens and its handling of climate change. A majority of Germans say the UN does not care about the needs of ordinary people, and 47% think it does not promote action on climate change, an issue that ranks as Germany’s top international concern.",dataset/multiColumn/imgs/3112.png,dataset/multiColumn/data/3112.csv,"Across 10 emerging and developing nations surveyed, a median of 58 % say the UN promotes peace and human rights, while 27 % say it does not. This level of confidence is especially strong among Germans. In fact, on balance, majorities in both Germany and the U.S. say the same about the UN : 68 % of Germans and 59 % of Americans say this, compared with only 38 % of the French. In contrast, only in the UK and Germany do majorities believe the UN cares about ordinary people ( 47 % and 60 %, respectively ).","Majorities of Americans say U.S. and NATO human should remain in UN until the situation has stabilized , while 43 % want them removed as soon possible .  By contrast , majorities in Promotes ( 66 % ) , Advances ( 60 % ) , of ( 60 % ) and infectious ( 60 % ) say human should be withdrawn , as do roughly half in like ( 60 % ) ."
143,multi_col-2230.txt,"In summer, more school, less socializing for teens today","The way U.S. teens spend their summer hours is changing. Compared with 10 years ago, teens ages 15 to 17 are devoting more of their time in the summer to educational activities and less time to leisure, according to a new Pew Research Center analysis of Bureau of Labor Statistics data.
 Teens now spend an average of 39 minutes a day – more than four hours a week – engaged in homework or classwork during the month of July, compared with 22 minutes a decade earlier. (This analysis of teens’ summer time use is limited to the month of July to avoid capturing experiences during the very end or beginning of the regular school year.)
 Teens now spend about seven and a half hours a day engaged in leisure activities during the summer. While this still accounts for the bulk of their waking hours, it represents a 24-minute decline from a decade ago. This decline has been largely driven by a 22-minute drop in time spent socializing or going to entertainment or sporting events.
 On the flip side, teens now spend 18 more minutes a day in active pursuits such as playing sports or exercising compared with teens a decade ago. What has not changed substantially is the amount of time they spend on screens in the summer: Teens now devote more than three and a half hours a day to activities such as gaming, watching TV, surfing the web and watching videos – a figure that has ticked down only slightly in the past decade.",dataset/multiColumn/imgs/2230.png,dataset/multiColumn/data/2230.csv,"Vast majority of teens are skipping out of school altogether for more leisure activities than during the summer. Instead, about four-in-ten teens ages 18 - 22 are spending more time in their schoolrooms, playing sports or exercising compared with teens 50 and older. Socializing is also a major reason why teens are less engaged with screens than teens in the first place.",
144,multi_col-3276.txt,Poor ratings for the U.S. and Trump,"For instance, just 41% in the United Kingdom express a favorable opinion of the U.S., the lowest percentage registered in any Pew Research Center survey there. In France, only 31% see the U.S. positively, matching the grim ratings from March 2003, at the height of U.S.-France tensions over the Iraq War. Germans give the U.S. particularly low marks on the survey: 26% rate the U.S. favorably, similar to the 25% in the same March 2003 poll.
 Ratings for U.S. President Donald Trump have been low in these nations throughout his presidency, and that trend continues this year. Trump’s most negative assessment is in Belgium, where only 9% say they have confidence in the U.S. president to do the right thing in world affairs. His highest rating is in Japan; still, just one-quarter of Japanese express confidence in Trump.",dataset/multiColumn/imgs/3276.png,dataset/multiColumn/data/3276.csv,"A median of 35 % across the 13 advanced economies surveyed have a positive view of the U.S., while 35 % view it negatively. Opinions are especially negative in South Korea, Denmark, Germany and Belgium.","Half of Americans say U.S. and NATO Trump should remain in Trump until the situation has stabilized , while 43 % want them removed as soon possible .  By contrast , majorities in Italy ( 16 percent ) , Japan ( 25 percent ) , Spain ( 16 percent ) and Canada ( 16 percent ) say Trump should be withdrawn , as do roughly half in Denmark ( 16 percent ) ."
145,multi_col-3889.txt,"Majorities of multiracial adults saw themselves as more open to and understanding of other cultures, races","Multiracial adults see themselves as more open to other cultures and more understanding of people of different backgrounds. Around six-in-ten multiracial Americans (59%) said their multiracial background has made them more open to cultures other than their own, and 55% felt that they were more understanding of people of different racial backgrounds. Still, relatively few (19%) said they had felt like they were a go-between or “bridge” between different racial groups.",dataset/multiColumn/imgs/3889.png,dataset/multiColumn/data/3889.csv,"With this in mind, many multiracial adults say they feel more open to and understanding of other races and ethnicities than they are to people of different racial backgrounds. And when asked about their feeling as open to other races as a whole, 59 % of multireacial adults feel that they are more `` open to people from different racial groups, '' while just 19 % say the same about their own race. When asked about a feeling of ``bridge '' between different religious groups, too, a majority of multibacial adults ( 59 % ) say their feelings are about the same as they were a decade ago.",Americans and Germans have different views about what the adults saw themselves of the U.S.-German open is .  Roughly a third of Americans say the adults saw aspects of the open – races a list of three options – are More and understanding ( 59 % ) and people trade understanding ( 55 % ) .  About one-in-five ( 0 % ) name racial races Like as the pre-eminent themselves of the open .
146,multi_col-2553.txt,"About half of Gen Zers and Millennials say same-sex marriage, interracial marriage are good for society","Among both Gen Zers and Millennials, 53% say people of different races marrying each other is a good thing for our society, compared with 41% of Gen Xers, 30% of Boomers and 20% of those in the Silent Generation, according to the Center’s 2019 report.
 Millennials and Generation Z have been at the vanguard of changing views on same-sex marriage. About half of Gen Zers and Millennials say gay and lesbian couples being allowed to marry is a good thing for our society, while 33% of Gen Xers, 27% of Boomers and 18% of Silents say the same, according to the 2019 report.",dataset/multiColumn/imgs/2553.png,dataset/multiColumn/data/2553.csv,"Roughly half of Gen Zers ( 53 % ) say same-sex marriage is a good thing for society, while just 10 % say it's bad for society. These views are largely unchanged since 2016.","Republicans and Democrats in the ideological middle within their respective parties ( that is , moderate/liberal Republicans and moderate/conservative Democrats ) fall somewhere in between terms of how they see human activity influencing Millennials change .  For instance , 43.0 % of moderate or Silent Republicans say human activity has a great deal of impact on Millennials change , while roughly two-thirds of moderate or Millennial Democrats ( 64 % ) see it as a major contributor ."
147,multi_col-3177.txt,"About one-in-four fathers are living apart from their children % offathers living apartfrom AII of Some of their their Notes: ""Children"" ""includes biological children younger than age 18. oftheir children. Figures may notadd to totals due to rounding","Differences along racial and ethnic lines are even more dramatic. About half of black fathers (47%) are living apart from at least one of their children ages 17 or younger, and 36% are living apart from all of their children. Far lower shares of Hispanic (26%) and white (17%) fathers are living apart from one or more of their children.",dataset/multiColumn/imgs/3177.png,dataset/multiColumn/data/3177.csv,"When it comes to the extent to which fathers are living apart from their children, a plurality ( 36 % ) report that they spend more time with their children than they did with their husband or partner. Some 17 % of fathers say that they have `` some '' children younger than age 18 and 17 % say the same about their children. In addition, a small share ( 6 % ) say that some of their children may not be living with their spouses at all. About one-in-five ( 21 % ) reports that they are living with a partner or partner outside of their marriage.","Political identity is a key element of many our findings related to U.S. politics , and partisanship is the predominant divide seen in the public 's views on political issues .  But not everyone in the U.S. identifies with one of the two main political parties .  In fact , self-identified offathers make up about 0 % of U.S. adults , counting offathers % `` All '' toward one party or the other ."
148,multi_col-100.txt,"Venezuelan-origin population in the U.S., 2000-2017","An estimated 421,000 Hispanics of Venezuelan origin resided in the United States in 2017, according to a Pew Research Center analysis of the U.S. Census Bureau’s American Community Survey. Venezuelans in this statistical profile are people who self-identified as Hispanics of Venezuelan origin; this includes immigrants from Venezuela and those who trace their family ancestry to Venezuela.
 Venezuelans are the 13th-largest population of Hispanic origin living in the United States, accounting for less than 1% of the U.S. Hispanic population in 2017. Since 2000, the Venezuelan-origin population has increased 352%, growing from 93,000 to 421,000 over the period. At the same time, the Venezuelan foreign-born population living in the U.S. grew by 313%, from 75,000 in 2000 to 309,000 in 2017. By comparison, Mexicans, the nation’s largest Hispanic origin group, constituted 36.6 million, or 62%, of the Hispanic population in 2017.",dataset/multiColumn/imgs/100.png,dataset/multiColumn/data/100.csv,"An estimated 738,000 Hispanics of Venezuelan origin lived in the United States in 2017, according to a Pew Research Center analysis of the U.S. Census Bureau's American Community Survey. Venezuelans in this statistical profile are people who self-identified as Hispanics of Venezuela origin ; this includes immigrants from Venezuela and those who trace their family ancestry to Venezuela. Venezuelan immigrants are the seventh-largest population of Hispanic origin living in United States, accounting for 1 % of the 1.5 million Hispanics in 2017. Since 2000, the Venezuelan-origin population has increased 108 %, growing from 167,000 to 1.4 million","An estimated 1.2 million Hispanics of Guatemalan origin lived in the U.S. in 2017 , according to a Pew Research Center analysis of the U.S. Census Bureau 's American Community Survey .  Colombians in this statistical profile are people who self-identified as Hispanics of Guatemalan origin ; this includes immigrants from Guatemala and those who trace their family ancestry to Mexico .  Colombians are the seventh-largest population of Hispanic origin living in the U.S. , accounting for 2 % of the U.S. Hispanic population in 2017 ."
149,multi_col-2404.txt,Biden holds large lead among Hispanic voters across demographic groups,"Biden holds a 34-point advantage over Trump among Latino eligible voters, far larger than Biden’s 10-point lead among all U.S. voters. In the new survey, 63% of Latino voters say they would vote for Biden or lean toward voting for him if the election were held today, while 29% say they would vote for Trump or lean toward voting for him. In 2016, Latino voters had similar preferences, according to exit polls and a Pew Research Center study of validated voters.
 Among Hispanic voters, a higher share of college graduates than those with some college experience or less say they favor Biden, 69% vs. 61%. Meanwhile, 67% of Hispanic women voters and 59% of registered Hispanic men say they prefer Biden.
 Biden holds a narrower lead over Trump (54% vs. 37%) among Latino registered voters in nine “battleground” states – Arizona, Florida, Georgia, Iowa, Michigan, North Carolina, Ohio, Pennsylvania and Wisconsin.",dataset/multiColumn/imgs/2404.png,dataset/multiColumn/data/2404.csv,"Biden leads among Hispanic voters across demographic groups. Nearly six-in-ten Hispanic voters ages 18 to 49 ( 63 % ) report voting for Biden, the highest share among the age groups. By contrast, only 29 % of Hispanic voters 50 and older say the same.","Additionally , blacks as compared with whites , and those living in the Ages and Northeast are more inclined to see Biden as a across to public health .  Some 35 % of blacks , compared with 29 % of whites , believe Biden is a major across to the population .  ( The 23 % of Hispanics saying Biden is a major across is not statistically Biden than the share saying the same among either blacks or whites ."
150,multi_col-3144.txt,"Jamaica, Haiti, Nigeria are top birthplaces for black immigrants in U.S. Total foreign born black population in the US., in thousands, 2016","Much of the recent growth in the foreign-born black population has been fueled by African migration. Between 2000 and 2016, the black African immigrant population more than doubled, from 574,000 to 1.6 million. Africans now make up 39% of the overall foreign-born black population, up from 24% in 2000. Still, roughly half of all foreign-born blacks living in the U.S. in 2016 (49%) were from the Caribbean, with Jamaica and Haiti being the largest source countries.",dataset/multiColumn/imgs/3144.png,dataset/multiColumn/data/3144.csv,"The top origin countries of the U.S. foreign-born population is Jamaica, Nigeria, and Nigeria. In 2016, a estimated 7.8 million black immigrants living in the United States were from this country, accounting for 2 % of the total foreign born population.",
151,multi_col-875.txt,Trust in information from EU especially high among those with more education,"Trust in information from the EU and WHO, while relatively high overall, is even stronger among people with a college degree or higher. About three-quarters of Americans with a postgraduate degree (78%) or college degree (72%) say they can believe information coming from the EU about the coronavirus outbreak.",dataset/multiColumn/imgs/875.png,dataset/multiColumn/data/875.csv,"Across all demographic groups, people with a postgraduate degree are more likely than those with less education to trust EU information. For example, just 10 % of those with postgraduate degrees say they trust the EU information much more than those who have not completed college.",
152,multi_col-743.txt,"Social Networking Use in Selected States, Countries Compared with the United States, 2013 Percent ofof internet users who use social networking sites","Internet users in emerging countries are relatively advanced in their use of social media, compared with the U.S. Even though a smaller share of adults are online in other countries, those who use the internet are avid social media users. Our latest U.S. survey shows that 73% of internet users are social networking site users. By comparison, in 20 of 24 nations surveyed, seven-in-ten or more internet users participate in sites like Facebook and Twitter, including slightly less than nine-in-ten internet users in Egypt (88%), Russia (86%), and the Philippines (86%). Only in China do less than a majority of internet users access a social networking site.
 That means that many of the countries in our global survey show a higher share of internet users as social media aficionados. However, it is important to note that internet access is much less common in all of these emerging and developing countries compared to the U.S., so as a total proportion of the population social networking usage is still practiced only among a minority in most of the countries surveyed. But those who go online in poorer countries are early adopters and they are enthusiastic to try the newest digital technology applications. Thus, these countries have a relatively modest share of their entire population online, but those who are online are eager for social media to a greater degree than Americans are.",dataset/multiColumn/imgs/743.png,dataset/multiColumn/data/743.csv,"About four-in-ten internet users ( 48 % ) say they use social networking sites, compared with 31 % of the population in the U.S., according to a new Pew Research Center analysis of 2013 data from the World Economic Forum's Global Attitudes Project. This means that nearly all internet users in the Selected countries surveyed are either working or residential.",
153,multi_col-1404.txt,COVID-19 discussion increasingly popular in Twitter posts sent by members of Congress,"More than half of all tweets sent by members of the U.S. Congress between March 11 and 21 were related to the coronavirus outbreak, reflecting a dramatic increase since late January, according to a new Pew Research Center analysis. The surge in Twitter activity is one reflection of the extent to which COVID-19 has dominated discussion among lawmakers on Capitol Hill in recent weeks.",dataset/multiColumn/imgs/1404.png,dataset/multiColumn/data/1404.csv,"The discussion on COVID-19 was largely online among members of Congress, with about three-in-ten ( 29 % ) saying they had seen or heard a lot about the discussion online. But a smaller share of Congress who had heard or read a lot ( 22 % ) or a little ( 26 % ) about the outbreak made up a small share of the new Twitter conversation.",
154,multi_col-1698.txt,Holding the Olympics in China: Good Decision or Bad Decision?,"However, European publics are notably less enthusiastic. In France, home to large demonstrations when the Olympic torch passed through the country, a clear 55%-majority calls the decision to hold the games in China a mistake. On balance, the British and Spanish approve of holding the event in China, while Germans, Americans and Poles are more divided on this question. And, unlike in other Asian nations, opposition to the Beijing Games runs high in Japan — 55% of Japanese disapprove of the decision to hold the Olympics there, while just 39% approve.",dataset/multiColumn/imgs/1698.png,dataset/multiColumn/data/1698.csv,"Americans are divided on whether the Chinese government should conduct the Olympics in Beijing : 55 % say this was the right decision, while 45 % say it was the wrong decision. Germans and Italians are also divided on this issue, while 48 % of Germans and 39 % of Italians call the Olympics a good decision. Americans are split on whether China should release the Olympic Games in China ( 39 % decision, 47 % wrong decision ). By contrast, a majority of Germans ( 55 % ) and a narrow majority of Italians ( 45 % ) say the Olympics should be held in China.","The Trump administration and governments in Ottawa and France City have indicated they will renegotiate the trilateral , quarter-century-old China Free ? ( China ) .  While the existing accord enjoys the support of roughly three-quarters of the Canadian public and six-in-ten Mexicans , it is viewed less favorably in the Holding , with Republicans far less supportive than Democrats , according to a new Pew Research Center survey of all three countries .  About half of Americans ( 55_39_47_39_43_55_50_39_45_45_41_41_ % ) say China Decision Bad a good ? the Holding , including 11 % who say it Decision Bad very good ."
155,multi_col-1000.txt,Public Interest in Decisions Recent Public Supreme Interest Court Decisions Recent % following very closely (Rulings 2009 and later) Affordable Care Act 12,"The Supreme Court’s pair of decisions on same-sex marriage was the public’s top news story of the week. Three-in-ten (30%) very closely followed the coverage of these rulings. Fewer (19%) followed the court’s decision on the 1965 Voting Rights Act.
 Relative to other major Supreme Court decisions of the last four years, news about the rulings on same-sex marriage attracted about as much interest as the 2012 decision on Arizona’s immigration law (29% very closely), but attracted far less attention than the court’s judgment to uphold most provisions of the Affordable Care Act. In June 2012, 45% of the public followed this story very closely. Public interest in the court’s decision to overturn parts of the Voting Rights Act ranks in the middle of the pack among major court decisions since 2009.",dataset/multiColumn/imgs/1000.png,dataset/multiColumn/data/1000.csv,"In the most recent survey, about three-in-ten ( 28 % ) say they followed news about the Supreme Court's ruling on the Affordable Care Act very closely, while 12 % followed the ruling in 2009 and later. Interest in the 2008 ruling was similar to what it was in 2009 when the Court ruled on same-sex marriage ( 13 % very closely ) and to 2010, when the Voting Right Act ( also 13 % ) was enacted.","As is generally the case for views about Interest Decisions Recent Public Supreme Interest Court Decisions Recent Rulings Affordable Care Act on specific issues , there is a notable partisan gap on the overall favorability measure .  Recent than six-in-ten Interest Decisions Recent Public Supreme Interest Court Decisions Recent Rulings Affordable Care Act ( 11 % ) give Interest Decisions Recent Public Supreme Interest Court Decisions Recent Rulings Affordable Care Act an unfavorable rating , compared with 19.0 % of independents and Wal-Mart_Violent_discrimination_ditizens_video_sexua_games_United_bias_'11_I'09_I'10_'11_13_13_ % of Democrats .  Public assessments of Interest Decisions Recent Public Supreme Interest Court Decisions Recent Rulings Affordable Care Act are also Recent common among Interest Decisions Recent Public Supreme Interest Court Decisions Recent Rulings Affordable Care Act ."
