,File_No
854,no_data/multi_col-13507.txt
855,no_data/multi_col-13508.txt
856,no_data/multi_col-13524.txt
857,no_data/multi_col-13529.txt
858,no_data/multi_col-13537.txt
859,no_data/multi_col-13538.txt
860,no_data/multi_col-1354.txt
861,no_data/multi_col-13542.txt
862,no_data/multi_col-13551.txt
863,no_data/multi_col-13569.txt
864,no_data/multi_col-1357.txt
865,no_data/multi_col-13570.txt
866,no_data/multi_col-13571.txt
867,no_data/multi_col-1358.txt
868,no_data/multi_col-13587.txt
869,no_data/multi_col-13608.txt
870,no_data/multi_col-1361.txt
871,no_data/multi_col-13610.txt
872,no_data/multi_col-13612.txt
873,no_data/multi_col-13619.txt
874,no_data/multi_col-1362.txt
875,no_data/multi_col-1363.txt
876,no_data/multi_col-13631.txt
877,no_data/multi_col-13635.txt
878,no_data/multi_col-1366.txt
879,no_data/multi_col-1367.txt
880,no_data/multi_col-1368.txt
881,no_data/multi_col-13687.txt
882,no_data/multi_col-1369.txt
883,no_data/multi_col-13692.txt
884,no_data/multi_col-13700.txt
885,no_data/multi_col-1371.txt
886,no_data/multi_col-13715.txt
887,no_data/multi_col-13716.txt
888,no_data/multi_col-1372.txt
889,no_data/multi_col-13729.txt
890,no_data/multi_col-1374.txt
891,no_data/multi_col-1375.txt
892,no_data/multi_col-13753.txt
893,no_data/multi_col-13754.txt
894,no_data/multi_col-1376.txt
895,no_data/multi_col-13764.txt
896,no_data/multi_col-13765.txt
897,no_data/multi_col-1377.txt
898,no_data/multi_col-13773.txt
899,no_data/multi_col-13778.txt
900,no_data/multi_col-1378.txt
901,no_data/multi_col-1379.txt
902,no_data/multi_col-13791.txt
903,no_data/multi_col-1380.txt
904,no_data/multi_col-1381.txt
905,no_data/multi_col-1382.txt
906,no_data/multi_col-13822.txt
907,no_data/multi_col-13825.txt
908,no_data/multi_col-13826.txt
909,no_data/multi_col-1383.txt
910,no_data/multi_col-1384.txt
911,no_data/multi_col-1385.txt
912,no_data/multi_col-13865.txt
913,no_data/multi_col-1387.txt
914,no_data/multi_col-13887.txt
915,no_data/multi_col-13892.txt
916,no_data/multi_col-139.txt
917,no_data/multi_col-1390.txt
918,no_data/multi_col-13913.txt
919,no_data/multi_col-1392.txt
920,no_data/multi_col-1393.txt
921,no_data/multi_col-13932.txt
922,no_data/multi_col-13943.txt
923,no_data/multi_col-13945.txt
924,no_data/multi_col-13955.txt
925,no_data/multi_col-13957.txt
926,no_data/multi_col-13960.txt
927,no_data/multi_col-13967.txt
928,no_data/multi_col-13968.txt
929,no_data/multi_col-1397.txt
930,no_data/multi_col-13971.txt
931,no_data/multi_col-1398.txt
932,no_data/multi_col-13988.txt
933,no_data/multi_col-13996.txt
934,no_data/multi_col-13999.txt
935,no_data/multi_col-140.txt
936,no_data/multi_col-14000.txt
937,no_data/multi_col-14001.txt
938,no_data/multi_col-14022.txt
939,no_data/multi_col-1403.txt
940,no_data/multi_col-14037.txt
941,no_data/multi_col-14043.txt
942,no_data/multi_col-14066.txt
943,no_data/multi_col-14068.txt
944,no_data/multi_col-14077.txt
945,no_data/multi_col-14078.txt
946,no_data/multi_col-14083.txt
947,no_data/multi_col-14085.txt
948,no_data/multi_col-1410.txt
949,no_data/multi_col-14105.txt
950,no_data/multi_col-14108.txt
951,no_data/multi_col-14115.txt
952,no_data/multi_col-14116.txt
953,no_data/multi_col-14125.txt
954,no_data/multi_col-14128.txt
955,no_data/multi_col-1413.txt
956,no_data/multi_col-14136.txt
957,no_data/multi_col-14149.txt
958,no_data/multi_col-1415.txt
959,no_data/multi_col-14151.txt
960,no_data/multi_col-14159.txt
961,no_data/multi_col-14167.txt
962,no_data/multi_col-14179.txt
963,no_data/multi_col-14187.txt
964,no_data/multi_col-1419.txt
965,no_data/multi_col-14192.txt
966,no_data/multi_col-14195.txt
967,no_data/multi_col-14196.txt
968,no_data/multi_col-14199.txt
969,no_data/multi_col-142.txt
970,no_data/multi_col-14200.txt
971,no_data/multi_col-14228.txt
972,no_data/multi_col-14230.txt
973,no_data/multi_col-14237.txt
974,no_data/multi_col-1424.txt
975,no_data/multi_col-14247.txt
976,no_data/multi_col-14269.txt
977,no_data/multi_col-1427.txt
978,no_data/multi_col-1428.txt
979,no_data/multi_col-14286.txt
980,no_data/multi_col-1429.txt
981,no_data/multi_col-14290.txt
982,no_data/multi_col-14293.txt
983,no_data/multi_col-14294.txt
984,no_data/multi_col-143.txt
985,no_data/multi_col-1430.txt
986,no_data/multi_col-14312.txt
987,no_data/multi_col-14319.txt
988,no_data/multi_col-1432.txt
989,no_data/multi_col-1433.txt
990,no_data/multi_col-14331.txt
991,no_data/multi_col-14332.txt
992,no_data/multi_col-14339.txt
993,no_data/multi_col-1434.txt
994,no_data/multi_col-1436.txt
995,no_data/multi_col-14361.txt
996,no_data/multi_col-14367.txt
997,no_data/multi_col-14372.txt
998,no_data/multi_col-14374.txt
999,no_data/multi_col-14381.txt
1000,no_data/multi_col-14382.txt
1001,no_data/multi_col-14383.txt
1002,no_data/multi_col-14385.txt
1003,no_data/multi_col-1439.txt
1004,no_data/multi_col-14392.txt
1005,no_data/multi_col-144.txt
1006,no_data/multi_col-1440.txt
1007,no_data/multi_col-14404.txt
1008,no_data/multi_col-14405.txt
1009,no_data/multi_col-14406.txt
1010,no_data/multi_col-14408.txt
1011,no_data/multi_col-14418.txt
1012,no_data/multi_col-14420.txt
1013,no_data/multi_col-14423.txt
1014,no_data/multi_col-14427.txt
1015,no_data/multi_col-14430.txt
1016,no_data/multi_col-1445.txt
1017,no_data/multi_col-14450.txt
1018,no_data/multi_col-14454.txt
1019,no_data/multi_col-14458.txt
1020,no_data/multi_col-14463.txt
1021,no_data/multi_col-14476.txt
1022,no_data/multi_col-14477.txt
1023,no_data/multi_col-14480.txt
1024,no_data/multi_col-1449.txt
1025,no_data/multi_col-145.txt
1026,no_data/multi_col-1450.txt
1027,no_data/multi_col-1451.txt
1028,no_data/multi_col-1454.txt
1029,no_data/multi_col-1455.txt
1030,no_data/multi_col-14552.txt
1031,no_data/multi_col-1456.txt
1032,no_data/multi_col-14561.txt
1033,no_data/multi_col-14566.txt
1034,no_data/multi_col-14567.txt
1035,no_data/multi_col-1457.txt
1036,no_data/multi_col-14571.txt
1037,no_data/multi_col-14583.txt
1038,no_data/multi_col-14588.txt
1039,no_data/multi_col-14589.txt
1040,no_data/multi_col-1459.txt
1041,no_data/multi_col-14590.txt
1042,no_data/multi_col-14598.txt
1043,no_data/multi_col-1460.txt
1044,no_data/multi_col-1462.txt
1045,no_data/multi_col-14621.txt
1046,no_data/multi_col-14635.txt
1047,no_data/multi_col-14643.txt
1048,no_data/multi_col-14647.txt
1049,no_data/multi_col-14651.txt
1050,no_data/multi_col-14666.txt
1051,no_data/multi_col-14683.txt
1052,no_data/multi_col-14688.txt
1053,no_data/multi_col-14690.txt
1054,no_data/multi_col-14692.txt
1055,no_data/multi_col-14695.txt
1056,no_data/multi_col-14698.txt
1057,no_data/multi_col-147.txt
1058,no_data/multi_col-1470.txt
1059,no_data/multi_col-14713.txt
1060,no_data/multi_col-14729.txt
1061,no_data/multi_col-14731.txt
1062,no_data/multi_col-14732.txt
1063,no_data/multi_col-14758.txt
1064,no_data/multi_col-14759.txt
1065,no_data/multi_col-1476.txt
1066,no_data/multi_col-14775.txt
1067,no_data/multi_col-14797.txt
1068,no_data/multi_col-148.txt
1069,no_data/multi_col-14801.txt
1070,no_data/multi_col-14802.txt
1071,no_data/multi_col-14810.txt
1072,no_data/multi_col-14811.txt
1073,no_data/multi_col-14812.txt
1074,no_data/multi_col-14815.txt
1075,no_data/multi_col-14816.txt
1076,no_data/multi_col-14818.txt
1077,no_data/multi_col-14820.txt
1078,no_data/multi_col-1483.txt
1079,no_data/multi_col-14837.txt
1080,no_data/multi_col-14847.txt
1081,no_data/multi_col-1485.txt
1082,no_data/multi_col-14866.txt
1083,no_data/multi_col-1487.txt
1084,no_data/multi_col-14875.txt
1085,no_data/multi_col-14878.txt
1086,no_data/multi_col-1488.txt
1087,no_data/multi_col-1490.txt
1088,no_data/multi_col-14900.txt
1089,no_data/multi_col-14913.txt
1090,no_data/multi_col-14924.txt
1091,no_data/multi_col-14928.txt
1092,no_data/multi_col-1493.txt
1093,no_data/multi_col-14930.txt
1094,no_data/multi_col-14934.txt
1095,no_data/multi_col-14935.txt
1096,no_data/multi_col-1495.txt
1097,no_data/multi_col-14960.txt
1098,no_data/multi_col-15014.txt
1099,no_data/multi_col-1502.txt
1100,no_data/multi_col-15027.txt
1101,no_data/multi_col-15033.txt
1102,no_data/multi_col-15038.txt
1103,no_data/multi_col-1504.txt
1104,no_data/multi_col-15048.txt
1105,no_data/multi_col-15049.txt
1106,no_data/multi_col-1505.txt
1107,no_data/multi_col-1507.txt
1108,no_data/multi_col-1509.txt
1109,no_data/multi_col-15093.txt
1110,no_data/multi_col-15094.txt
1111,no_data/multi_col-15095.txt
1112,no_data/multi_col-151.txt
1113,no_data/multi_col-15103.txt
1114,no_data/multi_col-1511.txt
1115,no_data/multi_col-15110.txt
1116,no_data/multi_col-1512.txt
1117,no_data/multi_col-15120.txt
1118,no_data/multi_col-15128.txt
1119,no_data/multi_col-1513.txt
1120,no_data/multi_col-15139.txt
1121,no_data/multi_col-15154.txt
1122,no_data/multi_col-1516.txt
1123,no_data/multi_col-15179.txt
1124,no_data/multi_col-1518.txt
1125,no_data/multi_col-1519.txt
1126,no_data/multi_col-15193.txt
1127,no_data/multi_col-15207.txt
1128,no_data/multi_col-15218.txt
1129,no_data/multi_col-15222.txt
1130,no_data/multi_col-15224.txt
1131,no_data/multi_col-15248.txt
1132,no_data/multi_col-15249.txt
1133,no_data/multi_col-1526.txt
1134,no_data/multi_col-15279.txt
1135,no_data/multi_col-1528.txt
1136,no_data/multi_col-15287.txt
1137,no_data/multi_col-15296.txt
1138,no_data/multi_col-15332.txt
1139,no_data/multi_col-1534.txt
1140,no_data/multi_col-1536.txt
1141,no_data/multi_col-15361.txt
1142,no_data/multi_col-15362.txt
1143,no_data/multi_col-15369.txt
1144,no_data/multi_col-1537.txt
1145,no_data/multi_col-1538.txt
1146,no_data/multi_col-15389.txt
1147,no_data/multi_col-15398.txt
1148,no_data/multi_col-1541.txt
1149,no_data/multi_col-15410.txt
1150,no_data/multi_col-15419.txt
1151,no_data/multi_col-1542.txt
1152,no_data/multi_col-15482.txt
1153,no_data/multi_col-15487.txt
1154,no_data/multi_col-1552.txt
1155,no_data/multi_col-1553.txt
1156,no_data/multi_col-1555.txt
1157,no_data/multi_col-1556.txt
1158,no_data/multi_col-1557.txt
1159,no_data/multi_col-156.txt
1160,no_data/multi_col-1560.txt
1161,no_data/multi_col-1561.txt
1162,no_data/multi_col-1562.txt
1163,no_data/multi_col-15674.txt
1164,no_data/multi_col-15676.txt
1165,no_data/multi_col-15696.txt
1166,no_data/multi_col-1570.txt
1167,no_data/multi_col-15700.txt
1168,no_data/multi_col-1571.txt
1169,no_data/multi_col-1572.txt
1170,no_data/multi_col-1574.txt
1171,no_data/multi_col-1576.txt
1172,no_data/multi_col-15768.txt
1173,no_data/multi_col-15772.txt
1174,no_data/multi_col-15773.txt
1175,no_data/multi_col-15782.txt
1176,no_data/multi_col-15790.txt
1177,no_data/multi_col-158.txt
1178,no_data/multi_col-15806.txt
1179,no_data/multi_col-15809.txt
1180,no_data/multi_col-1583.txt
1181,no_data/multi_col-15834.txt
1182,no_data/multi_col-15840.txt
1183,no_data/multi_col-15842.txt
1184,no_data/multi_col-15845.txt
1185,no_data/multi_col-15849.txt
1186,no_data/multi_col-15859.txt
1187,no_data/multi_col-15860.txt
1188,no_data/multi_col-15861.txt
1189,no_data/multi_col-15874.txt
1190,no_data/multi_col-15881.txt
1191,no_data/multi_col-15895.txt
1192,no_data/multi_col-159.txt
1193,no_data/multi_col-1595.txt
1194,no_data/multi_col-15953.txt
1195,no_data/multi_col-15955.txt
1196,no_data/multi_col-15956.txt
1197,no_data/multi_col-15961.txt
1198,no_data/multi_col-15968.txt
1199,no_data/multi_col-15974.txt
1200,no_data/multi_col-15976.txt
1201,no_data/multi_col-1598.txt
1202,no_data/multi_col-15982.txt
1203,no_data/multi_col-16.txt
1204,no_data/multi_col-1600.txt
1205,no_data/multi_col-16009.txt
1206,no_data/multi_col-1601.txt
1207,no_data/multi_col-1602.txt
1208,no_data/multi_col-1603.txt
1209,no_data/multi_col-16035.txt
1210,no_data/multi_col-16061.txt
1211,no_data/multi_col-16067.txt
1212,no_data/multi_col-16074.txt
1213,no_data/multi_col-16075.txt
1214,no_data/multi_col-1608.txt
1215,no_data/multi_col-16086.txt
1216,no_data/multi_col-1609.txt
1217,no_data/multi_col-16090.txt
1218,no_data/multi_col-16095.txt
1219,no_data/multi_col-161.txt
1220,no_data/multi_col-1610.txt
1221,no_data/multi_col-16118.txt
1222,no_data/multi_col-1613.txt
1223,no_data/multi_col-16149.txt
1224,no_data/multi_col-16157.txt
1225,no_data/multi_col-16160.txt
1226,no_data/multi_col-16162.txt
1227,no_data/multi_col-16179.txt
1228,no_data/multi_col-16180.txt
1229,no_data/multi_col-1620.txt
1230,no_data/multi_col-1622.txt
1231,no_data/multi_col-16230.txt
1232,no_data/multi_col-16232.txt
1233,no_data/multi_col-16249.txt
1234,no_data/multi_col-16257.txt
1235,no_data/multi_col-1627.txt
1236,no_data/multi_col-16283.txt
1237,no_data/multi_col-16344.txt
1238,no_data/multi_col-16346.txt
1239,no_data/multi_col-16347.txt
1240,no_data/multi_col-16348.txt
1241,no_data/multi_col-1635.txt
1242,no_data/multi_col-16363.txt
1243,no_data/multi_col-1637.txt
1244,no_data/multi_col-16378.txt
1245,no_data/multi_col-16386.txt
1246,no_data/multi_col-1639.txt
1247,no_data/multi_col-16391.txt
1248,no_data/multi_col-1640.txt
1249,no_data/multi_col-1641.txt
1250,no_data/multi_col-16411.txt
1251,no_data/multi_col-16414.txt
1252,no_data/multi_col-16428.txt
1253,no_data/multi_col-16439.txt
1254,no_data/multi_col-16440.txt
1255,no_data/multi_col-16449.txt
1256,no_data/multi_col-16462.txt
1257,no_data/multi_col-16464.txt
1258,no_data/multi_col-16472.txt
1259,no_data/multi_col-1648.txt
1260,no_data/multi_col-16486.txt
1261,no_data/multi_col-16487.txt
1262,no_data/multi_col-1649.txt
1263,no_data/multi_col-16494.txt
1264,no_data/multi_col-1650.txt
1265,no_data/multi_col-16502.txt
1266,no_data/multi_col-1651.txt
1267,no_data/multi_col-16527.txt
1268,no_data/multi_col-1653.txt
1269,no_data/multi_col-16533.txt
1270,no_data/multi_col-16543.txt
1271,no_data/multi_col-16544.txt
1272,no_data/multi_col-16545.txt
1273,no_data/multi_col-16548.txt
1274,no_data/multi_col-1655.txt
1275,no_data/multi_col-16553.txt
1276,no_data/multi_col-16554.txt
1277,no_data/multi_col-16559.txt
1278,no_data/multi_col-16560.txt
1279,no_data/multi_col-16562.txt
1280,no_data/multi_col-16564.txt
1281,no_data/multi_col-16565.txt
1282,no_data/multi_col-16566.txt
1283,no_data/multi_col-16591.txt
1284,no_data/multi_col-166.txt
1285,no_data/multi_col-1660.txt
1286,no_data/multi_col-16600.txt
1287,no_data/multi_col-1661.txt
1288,no_data/multi_col-1663.txt
1289,no_data/multi_col-1664.txt
1290,no_data/multi_col-16646.txt
1291,no_data/multi_col-16652.txt
1292,no_data/multi_col-1666.txt
1293,no_data/multi_col-16680.txt
1294,no_data/multi_col-16681.txt
1295,no_data/multi_col-1669.txt
1296,no_data/multi_col-16697.txt
1297,no_data/multi_col-167.txt
1298,no_data/multi_col-1671.txt
1299,no_data/multi_col-1672.txt
1300,no_data/multi_col-16725.txt
1301,no_data/multi_col-16726.txt
1302,no_data/multi_col-1673.txt
1303,no_data/multi_col-16730.txt
1304,no_data/multi_col-1675.txt
1305,no_data/multi_col-16756.txt
1306,no_data/multi_col-16757.txt
1307,no_data/multi_col-16758.txt
1308,no_data/multi_col-16763.txt
1309,no_data/multi_col-16767.txt
1310,no_data/multi_col-1677.txt
1311,no_data/multi_col-16787.txt
1312,no_data/multi_col-1679.txt
1313,no_data/multi_col-16797.txt
1314,no_data/multi_col-16800.txt
1315,no_data/multi_col-16813.txt
1316,no_data/multi_col-1682.txt
1317,no_data/multi_col-16839.txt
1318,no_data/multi_col-16842.txt
1319,no_data/multi_col-16852.txt
1320,no_data/multi_col-16862.txt
1321,no_data/multi_col-16865.txt
1322,no_data/multi_col-16866.txt
1323,no_data/multi_col-16871.txt
1324,no_data/multi_col-1688.txt
1325,no_data/multi_col-16896.txt
1326,no_data/multi_col-1691.txt
1327,no_data/multi_col-16912.txt
1328,no_data/multi_col-16916.txt
1329,no_data/multi_col-16919.txt
1330,no_data/multi_col-16946.txt
1331,no_data/multi_col-16949.txt
1332,no_data/multi_col-16950.txt
1333,no_data/multi_col-16955.txt
1334,no_data/multi_col-16966.txt
1335,no_data/multi_col-1699.txt
1336,no_data/multi_col-16994.txt
1337,no_data/multi_col-16996.txt
1338,no_data/multi_col-16999.txt
1339,no_data/multi_col-170.txt
1340,no_data/multi_col-17001.txt
1341,no_data/multi_col-17002.txt
1342,no_data/multi_col-17005.txt
1343,no_data/multi_col-17006.txt
1344,no_data/multi_col-17010.txt
1345,no_data/multi_col-17011.txt
1346,no_data/multi_col-17012.txt
1347,no_data/multi_col-17013.txt
1348,no_data/multi_col-17016.txt
1349,no_data/multi_col-17024.txt
1350,no_data/multi_col-17068.txt
1351,no_data/multi_col-17069.txt
1352,no_data/multi_col-1709.txt
1353,no_data/multi_col-17093.txt
1354,no_data/multi_col-17099.txt
1355,no_data/multi_col-1710.txt
1356,no_data/multi_col-1711.txt
1357,no_data/multi_col-17126.txt
1358,no_data/multi_col-17130.txt
1359,no_data/multi_col-1714.txt
1360,no_data/multi_col-17147.txt
1361,no_data/multi_col-17154.txt
1362,no_data/multi_col-1716.txt
1363,no_data/multi_col-17161.txt
1364,no_data/multi_col-17164.txt
1365,no_data/multi_col-17207.txt
1366,no_data/multi_col-17210.txt
1367,no_data/multi_col-17211.txt
1368,no_data/multi_col-17212.txt
1369,no_data/multi_col-17215.txt
1370,no_data/multi_col-1722.txt
1371,no_data/multi_col-1725.txt
1372,no_data/multi_col-1726.txt
1373,no_data/multi_col-17263.txt
1374,no_data/multi_col-17273.txt
1375,no_data/multi_col-1728.txt
1376,no_data/multi_col-1729.txt
1377,no_data/multi_col-17297.txt
1378,no_data/multi_col-17326.txt
1379,no_data/multi_col-17327.txt
1380,no_data/multi_col-17332.txt
1381,no_data/multi_col-17348.txt
1382,no_data/multi_col-1735.txt
1383,no_data/multi_col-17356.txt
1384,no_data/multi_col-1736.txt
1385,no_data/multi_col-17375.txt
1386,no_data/multi_col-17376.txt
1387,no_data/multi_col-1738.txt
1388,no_data/multi_col-17387.txt
1389,no_data/multi_col-17392.txt
1390,no_data/multi_col-17393.txt
1391,no_data/multi_col-17397.txt
1392,no_data/multi_col-17398.txt
1393,no_data/multi_col-1740.txt
1394,no_data/multi_col-1741.txt
1395,no_data/multi_col-1743.txt
1396,no_data/multi_col-17440.txt
1397,no_data/multi_col-17456.txt
1398,no_data/multi_col-17465.txt
1399,no_data/multi_col-17466.txt
1400,no_data/multi_col-17469.txt
1401,no_data/multi_col-1747.txt
1402,no_data/multi_col-1748.txt
1403,no_data/multi_col-17485.txt
1404,no_data/multi_col-1749.txt
1405,no_data/multi_col-175.txt
1406,no_data/multi_col-17519.txt
1407,no_data/multi_col-17520.txt
1408,no_data/multi_col-17523.txt
1409,no_data/multi_col-17538.txt
1410,no_data/multi_col-17544.txt
1411,no_data/multi_col-17547.txt
1412,no_data/multi_col-17551.txt
1413,no_data/multi_col-17554.txt
1414,no_data/multi_col-17555.txt
1415,no_data/multi_col-17598.txt
1416,no_data/multi_col-17627.txt
1417,no_data/multi_col-17643.txt
1418,no_data/multi_col-17646.txt
1419,no_data/multi_col-1765.txt
1420,no_data/multi_col-17656.txt
1421,no_data/multi_col-1766.txt
1422,no_data/multi_col-17662.txt
1423,no_data/multi_col-17668.txt
1424,no_data/multi_col-17674.txt
1425,no_data/multi_col-17685.txt
1426,no_data/multi_col-17687.txt
1427,no_data/multi_col-1773.txt
1428,no_data/multi_col-1775.txt
1429,no_data/multi_col-17757.txt
1430,no_data/multi_col-17758.txt
1431,no_data/multi_col-1777.txt
1432,no_data/multi_col-1779.txt
1433,no_data/multi_col-17801.txt
1434,no_data/multi_col-17804.txt
1435,no_data/multi_col-17805.txt
1436,no_data/multi_col-17808.txt
1437,no_data/multi_col-1782.txt
1438,no_data/multi_col-1783.txt
1439,no_data/multi_col-1784.txt
1440,no_data/multi_col-179.txt
1441,no_data/multi_col-17926.txt
1442,no_data/multi_col-17928.txt
1443,no_data/multi_col-17944.txt
1444,no_data/multi_col-17955.txt
1445,no_data/multi_col-17956.txt
1446,no_data/multi_col-1796.txt
1447,no_data/multi_col-17987.txt
1448,no_data/multi_col-17988.txt
1449,no_data/multi_col-1799.txt
1450,no_data/multi_col-18.txt
1451,no_data/multi_col-18000.txt
1452,no_data/multi_col-1801.txt
1453,no_data/multi_col-18013.txt
1454,no_data/multi_col-18026.txt
1455,no_data/multi_col-18028.txt
1456,no_data/multi_col-1803.txt
1457,no_data/multi_col-18030.txt
1458,no_data/multi_col-1804.txt
1459,no_data/multi_col-18080.txt
1460,no_data/multi_col-18083.txt
1461,no_data/multi_col-1809.txt
1462,no_data/multi_col-18112.txt
1463,no_data/multi_col-18117.txt
1464,no_data/multi_col-18124.txt
1465,no_data/multi_col-18149.txt
1466,no_data/multi_col-1820.txt
1467,no_data/multi_col-18227.txt
1468,no_data/multi_col-18228.txt
1469,no_data/multi_col-18230.txt
1470,no_data/multi_col-18237.txt
1471,no_data/multi_col-18239.txt
1472,no_data/multi_col-18240.txt
1473,no_data/multi_col-1826.txt
1474,no_data/multi_col-18273.txt
1475,no_data/multi_col-18274.txt
1476,no_data/multi_col-18289.txt
1477,no_data/multi_col-18293.txt
1478,no_data/multi_col-1830.txt
1479,no_data/multi_col-1831.txt
1480,no_data/multi_col-18317.txt
1481,no_data/multi_col-1832.txt
1482,no_data/multi_col-18320.txt
1483,no_data/multi_col-18341.txt
1484,no_data/multi_col-18343.txt
1485,no_data/multi_col-18359.txt
1486,no_data/multi_col-1837.txt
1487,no_data/multi_col-18375.txt
1488,no_data/multi_col-1839.txt
1489,no_data/multi_col-18396.txt
1490,no_data/multi_col-184.txt
1491,no_data/multi_col-18403.txt
1492,no_data/multi_col-18410.txt
1493,no_data/multi_col-1844.txt
1494,no_data/multi_col-18449.txt
1495,no_data/multi_col-1845.txt
1496,no_data/multi_col-18453.txt
1497,no_data/multi_col-18455.txt
1498,no_data/multi_col-1846.txt
1499,no_data/multi_col-18480.txt
1500,no_data/multi_col-18482.txt
1501,no_data/multi_col-18506.txt
1502,no_data/multi_col-18509.txt
1503,no_data/multi_col-1851.txt
1504,no_data/multi_col-18510.txt
1505,no_data/multi_col-18518.txt
1506,no_data/multi_col-18525.txt
1507,no_data/multi_col-18526.txt
1508,no_data/multi_col-1853.txt
1509,no_data/multi_col-1854.txt
1510,no_data/multi_col-18558.txt
1511,no_data/multi_col-186.txt
1512,no_data/multi_col-1862.txt
1513,no_data/multi_col-18629.txt
1514,no_data/multi_col-1864.txt
1515,no_data/multi_col-18646.txt
1516,no_data/multi_col-18659.txt
1517,no_data/multi_col-18660.txt
1518,no_data/multi_col-1867.txt
1519,no_data/multi_col-18689.txt
1520,no_data/multi_col-1869.txt
1521,no_data/multi_col-18698.txt
1522,no_data/multi_col-187.txt
1523,no_data/multi_col-1871.txt
1524,no_data/multi_col-18723.txt
1525,no_data/multi_col-18726.txt
1526,no_data/multi_col-1878.txt
1527,no_data/multi_col-18783.txt
1528,no_data/multi_col-1879.txt
1529,no_data/multi_col-18795.txt
1530,no_data/multi_col-18799.txt
1531,no_data/multi_col-188.txt
1532,no_data/multi_col-1881.txt
1533,no_data/multi_col-1882.txt
1534,no_data/multi_col-1884.txt
1535,no_data/multi_col-18846.txt
1536,no_data/multi_col-1885.txt
1537,no_data/multi_col-1886.txt
1538,no_data/multi_col-18862.txt
1539,no_data/multi_col-1888.txt
1540,no_data/multi_col-18893.txt
1541,no_data/multi_col-1890.txt
1542,no_data/multi_col-18906.txt
1543,no_data/multi_col-1891.txt
1544,no_data/multi_col-18921.txt
1545,no_data/multi_col-1896.txt
1546,no_data/multi_col-18967.txt
1547,no_data/multi_col-18968.txt
1548,no_data/multi_col-18979.txt
1549,no_data/multi_col-18982.txt
1550,no_data/multi_col-18994.txt
1551,no_data/multi_col-19.txt
1552,no_data/multi_col-1901.txt
1553,no_data/multi_col-19010.txt
1554,no_data/multi_col-19014.txt
1555,no_data/multi_col-19018.txt
1556,no_data/multi_col-19023.txt
1557,no_data/multi_col-1903.txt
1558,no_data/multi_col-1904.txt
1559,no_data/multi_col-1906.txt
1560,no_data/multi_col-1908.txt
1561,no_data/multi_col-19085.txt
1562,no_data/multi_col-19091.txt
1563,no_data/multi_col-1910.txt
1564,no_data/multi_col-19101.txt
1565,no_data/multi_col-1912.txt
1566,no_data/multi_col-19128.txt
1567,no_data/multi_col-19138.txt
1568,no_data/multi_col-1914.txt
1569,no_data/multi_col-1915.txt
1570,no_data/multi_col-1916.txt
1571,no_data/multi_col-19176.txt
1572,no_data/multi_col-19178.txt
1573,no_data/multi_col-1919.txt
1574,no_data/multi_col-1920.txt
1575,no_data/multi_col-19216.txt
1576,no_data/multi_col-19221.txt
1577,no_data/multi_col-1925.txt
1578,no_data/multi_col-19267.txt
1579,no_data/multi_col-1927.txt
1580,no_data/multi_col-19273.txt
1581,no_data/multi_col-1928.txt
1582,no_data/multi_col-19282.txt
1583,no_data/multi_col-1929.txt
1584,no_data/multi_col-1930.txt
1585,no_data/multi_col-1932.txt
1586,no_data/multi_col-19329.txt
1587,no_data/multi_col-19350.txt
1588,no_data/multi_col-19352.txt
1589,no_data/multi_col-19356.txt
1590,no_data/multi_col-19357.txt
1591,no_data/multi_col-19359.txt
1592,no_data/multi_col-1936.txt
1593,no_data/multi_col-19362.txt
1594,no_data/multi_col-19364.txt
1595,no_data/multi_col-1939.txt
1596,no_data/multi_col-1940.txt
1597,no_data/multi_col-19400.txt
1598,no_data/multi_col-1941.txt
1599,no_data/multi_col-19416.txt
1600,no_data/multi_col-19448.txt
1601,no_data/multi_col-1945.txt
1602,no_data/multi_col-1946.txt
1603,no_data/multi_col-19468.txt
1604,no_data/multi_col-1947.txt
1605,no_data/multi_col-19479.txt
1606,no_data/multi_col-19480.txt
1607,no_data/multi_col-195.txt
1608,no_data/multi_col-1953.txt
1609,no_data/multi_col-19538.txt
1610,no_data/multi_col-1955.txt
1611,no_data/multi_col-19557.txt
1612,no_data/multi_col-19586.txt
1613,no_data/multi_col-1959.txt
1614,no_data/multi_col-19598.txt
1615,no_data/multi_col-1960.txt
1616,no_data/multi_col-19627.txt
1617,no_data/multi_col-19634.txt
1618,no_data/multi_col-19657.txt
1619,no_data/multi_col-19658.txt
1620,no_data/multi_col-19659.txt
1621,no_data/multi_col-19677.txt
1622,no_data/multi_col-197.txt
1623,no_data/multi_col-1970.txt
1624,no_data/multi_col-19728.txt
1625,no_data/multi_col-19737.txt
1626,no_data/multi_col-19744.txt
1627,no_data/multi_col-19750.txt
1628,no_data/multi_col-1977.txt
1629,no_data/multi_col-19773.txt
1630,no_data/multi_col-19776.txt
1631,no_data/multi_col-1979.txt
1632,no_data/multi_col-19792.txt
1633,no_data/multi_col-19796.txt
1634,no_data/multi_col-1980.txt
1635,no_data/multi_col-19803.txt
1636,no_data/multi_col-19809.txt
1637,no_data/multi_col-19827.txt
1638,no_data/multi_col-19860.txt
1639,no_data/multi_col-19861.txt
1640,no_data/multi_col-19865.txt
