old_id,title,imgPath,caption,URL,dataPath,chartType,complexity,topic,bboxesPath,File_No,ocr-text
no_data-772,Right-wing populist party supporters in Europe see more division since coronavirus outbreak % who say their country is now more divided than before the coronavirus outbreak Favorable view of right-wing populist party,multiColumn/imgs/443.png,"In Europe, those who have favorable opinions of right-wing populist parties are more likely than those with unfavorable views to say division has grown since the coronavirus outbreak began. This is especially true in Germany, where thousands have gathered to protest coronavirus restrictions in recent weeks, including some protestors affiliated with the far right. Fully 75% of Germans with a favorable opinion of the right-wing Alternative for Germany (AfD) party say Germany is now more divided than before the coronavirus outbreak, compared with 51% of those with an unfavorable view of AfD.",https://www.pewresearch.org/global/2020/08/27/most-approve-of-national-response-to-covid-19-in-14-advanced-economies/,multiColumn/data/443.txt,bar,complex,Global Attributes & Trends,multiColumn/bboxes/443.json,multi_col-443.txt,"Right-wing populist party supporters in Europe see  | more division since coronavirus outbreak  | % who say their country is now more divided than before the coronavirus  | outbreak  | Favorable view of right-wing populist party  | Unfavorable view of right-wing populist party  | Diff  | 75%  | aid  | Germany  | +24  | 51  | Sweden Democrats  | Sweden  | +17  | 30  | 61  | National Rally  | France  | +15  | 46  | Party for Freedom  | Netherlands  | +13  | 49  | Danish People's Party 33  | Denmark  | +13  | 20  | Flemish Interest  | 65  | Belgium  | +12  | 66  | Vox  | Spain  | +9  | 57  | Note: Only star tistically significant differences shown.  | Source Summer 2020 Global Attitudes Survey, Q3  | Most Approve of Nationa Response to COVID -19 in 14 Advanced Economies  | PEW RESEARCH CENTER "
no_data-9279,2-22-2016-2-55-29-PM,imgs/645.png,"The death of Justice Antonin Scalia, and the subsequent partisan wrangling over whether the Senate should act on any nominee sent to it by President Obama, has cast a spotlight on an institution that many people know little about.
But in a Pew Research Center survey released earlier this week, about seven-in-ten Americans said they had heard a lot (45%) or a little (26%) about Scalia’s death and the vacancy on the court; fully 94% expressed an opinion on whether the Senate should hold hearings and vote on Obama’s eventual nominee.",https://www.pewresearch.org/fact-tank/2016/02/24/scalias-supreme-court-vacancy-draws-much-public-interest-unlike-past-open-seats/,data/645.txt,pie,simple,U.S. Politics & Policy,bboxes/645.json,two_col-645.txt,"Most say Senate should hold hearings and vote on  | Obama's nominee to replace Justice Scalia  | The Senate should of  | Could you depending change your mind,  | depending change on whom  | Obama nominates?  | Yes  | 10%  | No  | Hold hearings and  | NOT hold hearings  | 26%  | vote on Obama's  | until next president  | nominee  | nominates  | 56%  | 38%  | DK  | 6%  | Source Survev conducted Feb 18-21 2016.  | Figures Source Survev may notadd conducted to 100x Feb beca 18-21 use 2016. ofrounding  | PEW RESEARCH CENTER "
no_data-9542,"Opinion Differences Between Public and Scientists % of U.S. adults and AAAS scientists saying each of the following Biomedical sciences Safe to eat genetically Climate, energy, space sciences Favor increased use of fracking",multiColumn/imgs/4080.png,"Scientists and the American public are often far apart when it comes to views about science-related issues. Members of the science community, for example, are much more likely to say genetically modified foods and foods grown with pesticides are safe to eat, and that climate change is mostly due to human activity, according to our recent survey of U.S.-based members of the American Association for the Advancement of Science.
A global median of 54% consider climate change a very serious problem, according to our survey of 40 nations. But there are regional differences on views of climate change, with people from Latin America and Africa expressing more concern than others. Before delegates from 195 nations approved a landmark climate accord in Paris this year to limit carbon emissions, our spring survey found a median of 78% supporting such a deal.",https://www.pewresearch.org/fact-tank/2015/12/22/15-striking-findings-from-2015/,multiColumn/data/4080.txt,bar,complex,U.S. Politics & Policy,multiColumn/bboxes/4080.json,multi_col-4080.txt,"Opinion Differences Between Public and Scientists  | % of U.S. adults and AAAS scientists saying each of the following  | Biomedical sciences  | U.S. adults  | AAAS scientists  | Safe to eat genetically  | 37%  | 51 point gap  | 88%  | modified foods  | Favor use of  | 42  | 89  | animals in research  | Safe to eat foods  | 28  | 40  | 68  | grown with pesticides  | Humans have evolved  | 65  | 33  | 98  | over time  | Childhood vaccines  | 86  | 68  | 18  | such as MMR should  | be required  | Climate, energy, space sciences  | Climate change is mostly  | 50%  | 37 point gap  | 87%  | due to human activity  | Growing world population  | 59  | 23  | 82  | will be a major problem  | Favor building more  | 45  | 20  | 65  | nuclear power plants  | Favor more  | 320  | 20  | 52  | offshore drilling  | Astronauts essential for  | 47 12  | 59  | future of U.S space program  |  | Favor increased use  | 10 78  | 68  | of bioengineered fuel  | Favor increased  | 310 8  | 39  | use of fracking  | Space station has been  | 68  | good investment for U.S  | Survey ofU S. adults August115-25, 2014. aaas scientists survey Sept. 11-0ct 13, 2014.  | Other responses and those saying don't know or giving no answerare notshown.  | PEW RESEARCH CENTER "
no_data-12137,Women as Bosses: Perceptions and Progress Boss Gender Preference Percent saying they prefer a boss who is an 100% 75. 66,multiColumn/imgs/5182.png,"Women may have made measurable progress in the workplace over the last few decades, yet old ways die hard. Women still lag when it comes to holding top managerial positions. And among those with a preference, both men and women say they prefer male bosses and co-workers.
Only 24 women (about 5%) currently are CEOs of Fortune 500 companies, according to an analysis by Catalyst, a nonprofit seeking to expand opportunities for women. Yet this is up from 20 female CEOs in 2013, and only one in 1998. Less than 9% of top management positions are filled by women, and the rates have declined in some key sectors in recent years. A similar analysis by Catalyst last year — this one looking at Fortune 1000 companies — found 45 women CEOs, up from 16 a decade prior, but still less than 5% of all top jobs.
Gallup has been tracking gender preferences in the workplace since 1953, when fully two-thirds of American adults (66%) said they would prefer a male boss if they had a choice in a new job. Another 25% volunteered that it made no difference, and only 5% said they would prefer a female boss. As of November 2013, the gap has narrowed but remains. A plurality (41%) say it makes no difference, but the rest prefer a male boss over a female boss by 35%-23%.",https://www.pewresearch.org/fact-tank/2014/08/07/perceptions-about-women-leaders-improve-but-gap-remains/,multiColumn/data/5182.txt,line,complex,Social & Demographic Trends,multiColumn/bboxes/5182.json,multi_col-5182.txt,"Women as Bosses: Perceptions and Progress  | Boss Gender Preference  | Percent saying they prefer a boss who is an  | 100%  | 75. 66  | 75. 66  | Man  | 48  | 50  | 35%  | 25  | 23%  | Woman  | 22  | 16  | 1953  | 1975  | 1994 2000  | 2013  | Rise of Female CEOs in Fortune 500 Companies  | Percent of Fortune 500 CEOs who are women  | 10%  | 4.8%  | 3.0  | 1.8  | 0.0  | 1995  | 2000  | 2005  | 2010  | 2014  | Note: Voluntary responses of No preference and No opinion not shown.  | Percenta published ges of women CEOs based on data available the time of the annual  | published ges Fortune 500 list.  | Source: Gallup Poll Social Series: Work and Education August 2013. Cata lyst,  | Historical List of Women CEOs of the Fortune Lists: 1972 2013  | PEW RESEARCH CENTER "
no_data-13125,"Source: Milanovic, B., Lead Economist, World Bank Research Department, Global income inequality by the numbers.",imgs/1034.png,"The vertical axis measures real income growth (measured in constant dollars on a purchasing power parity basis) between 1988 and 2008. The horizontal axis shows not time but income levels, from lowest to highest. For example, the second dot on the chart marks the 10th percentile of income, meaning people who outearned just 10% of the world’s population; that group saw its real income rise more than 40% over that 20-year period.",https://www.pewresearch.org/fact-tank/2014/01/24/chart-of-the-week-how-two-decades-of-globalization-have-changed-the-world/,data/1034.txt,line,simple,Global Attributes & Trends,bboxes/1034.json,two_col-1034.txt,"Global income growth from 1988 to 2008  | 90  | 80  | Booming  | global elite  | 70  | S are i I  | 60  | Rising incomes in  | 50  | emerging economies,  | Decline of  | mainly China  | 40  | developed  | world  | 30  | middle- class  | 20  | Very poorest  | locked out of  | 10  | growth  | 15  | 25  | 35  | 45  | 55  | 65  | 95  | -10  | Poorest Percentile of global income distribution Richest "
no_data-10292,Few See Their Economy as Doing Well The current economic situation in our country is Advanced,multiColumn/imgs/4437.png,"Such modest growth has not impressed many global publics, who are fairly gloomy about the current state of their economies. A median of 56% in advanced economies say economic conditions are bad, while 55% in emerging markets and 54% in developing countries share this negative view.
Half or more in seven of the 11 advanced economies surveyed say their economy is performing poorly. The most negative views are in Italy (88%), France (85%), South Korea (83%) and Spain (81%). In contrast, 75% in Germany, 57% in Canada and 55% in Australia believe their economy is doing well.",https://www.pewresearch.org/global/2015/07/23/global-publics-economic-conditions-are-bad/,multiColumn/data/4437.txt,bar,complex,Global Attributes & Trends,multiColumn/bboxes/4437.json,multi_col-4437.txt,Few See Their Economy as Doing Well  | The current economic situation in our country is  | Advanced  | Bad Good  | Germany  | 23%  | 75%  | Canada  | 39  | 57  | Australia  | 42  | 55  | UK  | 45  | 52  | Israel  | 50  | 49  | US  | 56  | 40  | Ja pan  | 60  | 37  | Spa in  | 81  | 18  | South Korea  | 83  | 16  | France  | 85  | 14  | Italy  | 88  | 12  | MEDIAN  | 56  | 40  | Emerging  | China  | 90  | Vietnam  | 86  | India  | 24  | 74  | Philip pines  | 63  | 37  | 38  | South Africa  | 59  | 55 56 52 53 51 44 42 38  | 46 47 47 53 57 59  | Nigeria  | Peru  | Pakistan  | Turkey  | Malaysia  | 38 42 45  | Chile  | Indonesia  | 59  | Poland  | Arge ntina  | 60  | 38  | Mexico  | 66  | 34  | 25  | Jordan  | 73  | 17 25 24  | Russia  | 73  | Ve nezuela  | 83  | 13  | Brazil  | 87  | Lebanon  | 89  | 10  | Ukra ine  | 94  | 3  | MEDIAN  | 55  | 45  | Developing  | Ethiopia  | 89  | Senegal  | 60  | 40  | Tanzania  | 51  | 48  | 44 44 47  | Kenya  | 53  | Burkina Faso  | 54  | Uga nda  | 56  | Palest ter.  | 67  | 31  | Ghana  | 73  | 26  | MEDIAN  | 54  | 46  | Source: Spring 2015 Globa Attitudes survey. Q3.  | PEW RESEARCH CENTER 
no_data-3473,"The share of lower-income Americans who rely on their smartphone for going online has roughly doubled since 2013 % ofU.S. adults who say they have smartphone, but no broadband at home, by annual household income",multiColumn/imgs/1565.png,"With fewer options for online access at their disposal, many lower-income Americans are relying more on smartphones. As of early 2019, 26% of adults living in households earning less than $30,000 a year are “smartphone-dependent” internet users – meaning they own a smartphone but do not have broadband internet at home. This represents a substantial increase from 12% in 2013. In contrast, only 5% of those living in households earning $100,000 or more fall into this category in 2019.",https://www.pewresearch.org/fact-tank/2019/05/07/digital-divide-persists-even-as-lower-income-americans-make-gains-in-tech-adoption/,multiColumn/data/1565.txt,bar,complex,Internet & Technology,multiColumn/bboxes/1565.json,multi_col-1565.txt,"The share of lower-income Americans  | who rely on their smartphone for going  | online has roughly doubled since 2013  | % ofU.S. adults who say they have smartphone, but no  | broadband at home, by annual household income  | 2013 2016 2019  | 30 %  | 26  | 20  | 20  | 14  | 12  | 10  | 10  | 4 4 5  | <$30K  | $30K-$99.999  | $100K+  | Note: Respondents who did not give an answer are not shown.  | Source: Survey conducted Jan. 8-Feb. 7, 2019. Trend data from  | previous Pew Research Center surveys.  | PEW RESEARCH CENTER "
no_data-7690,the resi in share of Democrats who describe Russia as a major threat % who say Russia's power and influence is a major,multiColumn/imgs/3306.png,"The new national survey by Pew Research Center, conducted Jan. 4-9 among 1,502 adults, finds only modest changes since last year in perceptions of these threats, but there are a few notable exceptions. Last April, just 42% viewed “tensions with Russia” as a major threat; today, 54% say the same about “Russia’s power and influence.”
The largest change in partisan views of global threats is seen in assessments of Russia. Currently, Democrats are 26 percentage points more likely than Republicans to say Russia’s power and influence is a major threat to the well-being of the United States (67% vs. 41%).
As recently as last April, before the allegations that Russia hacked Hillary Clinton’s campaign and the Democratic National Committee, Republicans were somewhat more likely than Democrats to view tensions with Russia as a major threat (46% of Republicans vs. 37% of Democrats). (For more on views of Russia and the alleged hacking, including ratings of Vladimir Putin, see: “U.S. public sees Russian role in campaign hacking, but is divided over new sanctions,” released Jan. 10, 2017)",https://www.pewresearch.org/politics/2017/01/12/the-world-facing-trump-public-sees-isis-cyberattacks-north-korea-as-top-threats/,multiColumn/data/3306.txt,line,complex,U.S. Politics & Policy,multiColumn/bboxes/3306.json,multi_col-3306.txt,the resi in share of Democrats who  | describe Russia as a major threat  | % who say Russia's power and influence is a major  | threatto the well- being of the United States*  | Total Rep/Lean Rep Dem/Lean Dem  | 67  | 54  | 46  | 41  | 37  | Apr 2016  | Jan 2017  | Note: April surveyasked a bout Tensions with Russia Q58.  | Source: Survey surveyasked conducted Jan. 49. 2017  | PEW RESEARCH CENTER 
no_data-3456,The public views impact of motherhood on a woman's career differently in politics and business % saying it is better for a woman who wants to reach high the office or a top executive position in business to,multiColumn/imgs/1554.png,"Roughly half of Americans (51%) say it’s better for a woman who wants to reach high political office to have children before entering politics, according to a 2018 Pew Research Center survey on gender and leadership. About a quarter (26%) say it would be better to wait until she is well-established in her political career, while 19% say it would be better for a woman not to have children at all if she plans to seek higher office.
Views are different when it comes to leadership positions in the business world. About a quarter of Americans (23%) say it’s better for women who want to reach top executive jobs in business to have children early in their careers, 41% say they should wait and 34% say it’s better for them not to have children at all.",https://www.pewresearch.org/fact-tank/2019/05/09/when-should-a-woman-have-children-if-shes-thinking-about-running-for-office/,multiColumn/data/1554.txt,bar,complex,Economy & Work,multiColumn/bboxes/1554.json,multi_col-1554.txt,"The public views impact of motherhood on a  | woman's career differently in politics and business  | % saying it is better for a woman who wants to reach high  | the office or a top executive position in business to  | Have children before  | Wait until she's  | entering politics/  | well-established  | Not have  | in her career  | children  | early in her career  | High political  | 51%  | 26%  | 19 %  | office  | Top exec. position  | 23  | 41  | 34  | in business  | Note: Share of respondents who didn it offer an answer not shown.  | Source: Survey of U.S. adults conducted June 19-July 2, 2018  | PEW RESEARCH CENTER "
no_data-7197,Widening gap between Republicans and Democrats on why people are rich and poor % who say a person is rich generally % who say a person is spoor because they worked harder than generally because ofa lack ofeffort,multiColumn/imgs/3067.png,"The public overall is about evenly divided over which has more to do with why a person is rich: 45% say it is because he or she worked harder than most people, while 43% say it is because they had more advantages in life than others, according to a survey conducted April 5-11 among 1,501 U.S. adults. Opinion has shifted modestly on this question: In both 2015 and 2014, more attributed a person’s wealth to greater advantages than to a stronger work ethic.
By about three-to-one (66% to 21%), Republicans and Republican-leaning independents say hard work, rather than a person’s advantages, has more to do with why someone is rich. By nearly as wide a margin, Democrats and Democratic leaners say the opposite: 60% say a person is rich because they had more advantages than others, while just 29% say it is because they have worked harder.
As with many other issues, partisan differences in views of why people are rich and poor have increased in recent years. Since 2014, the share of Republicans who say a person is rich more because they have worked harder than others has risen 12 percentage points, from 54% to 66%. Democrats’ views have shown less change.
Republicans are more likely to say the reason someone is poor generally has more to do with of a lack of effort (56%) than circumstances beyond a person’s control (32%). By 71%-19%, more Democrats say that circumstances beyond one’s control are generally more often to blame for why a person is poor. The share of Democrats who link a person being poor to a lack of effort has declined since 2014 (from 29% to 19%).",https://www.pewresearch.org/fact-tank/2017/05/02/why-people-are-rich-and-poor-republicans-and-democrats-have-very-different-views/,multiColumn/data/3067.txt,line,complex,Economy & Work,multiColumn/bboxes/3067.json,multi_col-3067.txt,"Widening gap between Republicans and Democrats  | on why people are rich and poor  | % who say a person is rich generally  | % who say a person is spoor  | because they worked harder than  | generally because ofa lack ofeffort  | on their part  | most ooher people  | Rep/Lean Rep  | Rep/Lean Rep  | 66  | 59  | 56  | 55  | 54  | 54  | 29  | 29  | 29 28  | 25  | 22  | 19  | Dem/Lean Dem  | Dem/Lean Dem  | 2014  | 2015  | 2016  | 2017  | 2014  | 2015  | 2016  | 20017  | Source: Surveys conducted Nov. 30-Dec 5, 2016 and April 5-11, 2017  | PEW RESEARCH CENTER "
no_data-15955,Military Receives High Ratings,multiColumn/imgs/6219.png,"In addition to the national government, the military is also seen in a favorable light, with nearly three-in-four (73%) saying it is having a good influence on the way things are going in the country. This represents a rebound from 2011, when 62% said the military was having a positive impact.
Views of the court system and police are not as positive. Less than half of Mexicans see the courts (44%) and the police (38%) as having a good influence on the way things are going in the country. A year ago, opinions of the courts and police were even more negative, with only about three-in-ten giving either institution a positive rating.",https://www.pewresearch.org/global/2012/06/20/mexicans-back-military-campaign-against-cartels/,multiColumn/data/6219.txt,bar,complex,Global Attributes & Trends,multiColumn/bboxes/6219.json,multi_col-6219.txt,"Military Receives High Ratings  | % Good influence  | Military  | 73  | Media  | 60  | Court system  | 44  | Police  | 38  | PEW RESEARCH CENTER Q36c-d, f-g, "
no_data-20136,News Interest vs News Coverage November 10-16,multiColumn/imgs/7115.png,"With the presidential election behind them, Americans have turned their attention back to the nation’s economy. The economy was by far the public’s top news story last week.
Fully 56% of the public followed news about the economy very closely last week, and as many as 43% listed this as the single news story they followed more closely than any other. In particular, Americans are beginning to focus more closely on the problems facing the U.S. auto industry.",https://www.pewresearch.org/politics/2008/11/20/economic-problems-especially-in-detroit-absorb-publics-attention/,multiColumn/data/7115.txt,bar,complex,U.S. Politics & Policy,multiColumn/bboxes/7115.json,multi_col-7115.txt,News Interest vs News Coverage  | November 10-16  | Economy 43  | 24  | Obama transition 19  | 24  | California fires  | 10  | Auto industry  | 8  | Sarah Palin  | Situation in Iraq  | Interest: percent who followed this story most closely  | Coverage: percent of news coverage devoted to story 
no_data-1626,Republicans consistently more negative than Democrats toward China % who say they have an unfavorable opinion of China,multiColumn/imgs/823.png,"In some ways, this is a partisan story. Republicans continue to be more wary of China than Democrats across many questions in this report. Nearly three-quarters of Republicans and Republican-leaning independents see China unfavorably, compared with roughly six-in-ten Democrats and Democratic leaners. They are also more worried about China when it comes to cybersecurity and economic issues such as job losses to China and the trade imbalance. Republicans are more likely than Democrats to see the United States outpacing China as the world’s leading economic power as well as the world’s top military. And GOP supporters almost universally say it is better that the world be led by the U.S. Still, negative views of China increased slightly among Democrats this year, so partisans of both stripes are now largely negative toward the superpower. In fact, after seeing large increases in negative views of China from 2018 to 2019, both parties registered their most unfavorable opinions to date in 2020.",https://www.pewresearch.org/global/2020/04/21/u-s-views-of-china-increasingly-negative-amid-coronavirus-outbreak/,multiColumn/data/823.txt,line,complex,Global Attributes & Trends,multiColumn/bboxes/823.json,multi_col-823.txt,"Republicans consistently more negative than  | Democrats toward China  | % who say they have an unfavorable opinion of China  | 100 %  | Rep/Lean Rep  | 72  | 70  | 63 63 62  | 61  | 56  | 51  | 50  | 59 62  | 45 45 45 46  | 42  | 39  | 51  | 50  | 35  | 48  | 47  | 47  | 39 42  | 41  | 37  | 34  | 34  | 33  | 31  | 26  | Dem/Lean Dem  | 0  | 2005  | 2008  | 2014  | 2011  | 2017  | 2020  | Source: Survey of U.S. adults conducted March 3-29, 2020. Q5b.  | ""U.S. Views of China Increasingly Negative Amid Coronavirus Outbreak""  | PEW RESEARCH CENTER "
no_data-9844,Divide on Keystone Pipeline in Canada Do you building would the Keystone XL pipeline that would transport Keystone oil from Canada's oil sands region to refineries in the U.S.?,imgs/680.png,"But on the contentious issue of the Keystone XL pipeline, which is under ongoing U.S. State Department review, there are differences within Canada as well as between Canadians and Americans. Almost half of Canadians (48%) oppose building the pipeline, while only 42% favor it. In the U.S., however, almost six-in-ten (59%) approve of the pipeline, according to a November 2014 Pew Research Center poll.",https://www.pewresearch.org/global/2015/10/06/canadians-satisfied-with-u-s-relationship/,data/680.txt,bar,simple,Global Attributes & Trends,bboxes/680.json,two_col-680.txt,"Divide on Keystone  | Pipeline in Canada  | Do you  | building would the Keystone XL  | pipeline that would transport Keystone oil  | from Canada's oil sands region to  | refineries in the U.S.?  | 59%  | 42%  | Favor  | 31  | Oppose  | 48  | U.S.  | Canada  | Note: In the U.S. question read through U.S  | the Midwestto refineries in Texas?"" U.S  | data from November 2014 Pew Research  | Center survey.  | Source Spring 2015 Global Attitudes survey.  | 021  | PEW RESEARCH CENTER "
no_data-613,"In Germany, roughly a quarter regard U.S. positively Among Germans",multiColumn/imgs/373.png,"Germans give the U.S. some of its worst ratings in the survey. Only 26% have a positive view of America, while just 10% have confidence in Trump when it comes to his handling of world affairs. These opinions are in stark contrast to the very favorable assessments Germans had during Barack Obama’s presidency, but roughly on par with views at the end of George W. Bush’s tenure.",https://www.pewresearch.org/global/2020/09/15/us-image-plummets-internationally-as-most-say-country-has-handled-coronavirus-badly/,multiColumn/data/373.txt,line,complex,Global Attributes & Trends,multiColumn/bboxes/373.json,multi_col-373.txt,"In Germany, roughly a quarter regard U.S. positively  | Among Germans  | 100%  | 93  | 90 88 37 S8  | 86  | Favorable view of the U.S.  | 73  | 78  | 64  | 60  | 51  | 45  | 42  | 52 53 51 50  | Q38 42  | 39  | 35  | 33  | 26  | 30  | 30  | 30  | 25  | 25  | 19  | 10  | 14  | 13  | Confidence in U.S. president  | 11 10  | 2000  | 2004  | 2008  | 2012  | 2016  | 2020  | Trump  | Bush  | Obama  | Note: 2000 trend is from 1999 or 2000 and provided by U.S. Department of State  | Source Summer 2020 Global Attitudes Survey, Q8a & Q15a  | ""U.S. Image Plummets Internationally as Most Say Country Has Handled Coronavirus Badly  | PEW RESEARCH CENTER "
no_data-2138,A majority of online daters think it is very common for users to lie to appear more desirable % ofonline dating users who say on dating sites and apps is very common People lying about more desirable,multiColumn/imgs/1026.png,"Online daters widely believe that dishonesty is a pervasive issue on these platforms. A clear majority of online daters (71%) say it is very common for people on these platforms to lie about themselves to appear more desirable, while another 25% think it is somewhat common. Only 3% of online daters think this is not a common occurrence on dating platforms.
Smaller, but still substantial shares, of online daters believe people setting up fake accounts in order to scam others (50%) or people receiving sexually explicit messages or images they did not ask for (48%) are very common on dating sites and apps. By contrast, online daters are less likely to think harassment or bullying, and privacy violations, such as data breaches or identify theft, are very common occurrences on these platforms.",https://www.pewresearch.org/internet/2020/02/06/the-virtues-and-downsides-of-online-dating/,multiColumn/data/1026.txt,bar,complex,Internet & Technology,multiColumn/bboxes/1026.json,multi_col-1026.txt,"A majority of online daters think it is very common for  | users to lie to appear more desirable  | % ofonline dating users who say  | on dating sites and apps is very common  | People lying about  | themselves to appear  | 71%  | more desirable  | People setting up fake  | 50  | accounts in order to  | scam others  | People receiving sexually  | 48  | explicit messages or  | images they didn't ask for  | People being  | 25  | harassed or bullied  | Privacy violations, such  | as data breaches or  | 18  | identity theft  | Note: Online dating users refers to respondents who say they have fever used an online  | dating site or app. Those who did not give an answer or who gave other responses are not  | shown.  | Source: Survey of U.S. adults conducted Oct. 16 28, 2019.  | ""The Virtues and Downsides of Online Dating""  | PEW RESEARCH CENTER "
no_data-4916,No consensus on whether more women in Congress would lead to more effectiveness. transparency or civility % saying that ifthere were more women in the USS. Congress Congress would of dealing with the country's problems The tone of political d ebate in Washington would be There would be in government,multiColumn/imgs/2137.png,"While most Americans say it’s good that more women are running for Congress this year, fewer than half say that, if there were more women there, Congress would do a better job of dealing with the country’s problems (39%); the tone of the political debate in Washington would be more respectful (36%); or that there would be more openness and transparency in government (34%). About half or more say that the number of women in Congress doesn’t have much to do with each of these areas.",https://www.pewresearch.org/fact-tank/2018/08/22/most-americans-say-more-women-running-for-congress-is-a-good-thing/,multiColumn/data/2137.txt,bar,complex,Social & Demographic Trends,multiColumn/bboxes/2137.json,multi_col-2137.txt,"No consensus on whether more women  | in Congress would lead to more  | effectiveness. transparency or civility  | % saying that ifthere were more women in the USS.  | Congress  | Congress would of dealing with the country's problems  | Do a  | The numb er of women  | Do a  | be tter job  | worse job  | do esn't have much to  | do with this  | 53  | 39  | The tone of political d ebate in Washington would be  | More  | Less  | The number of women  | respectful  | do esn't have much to  | respectful  | do with this  | 36  | 10  | 54  | There would be in government  | More  | The number of women  | Less  | openness/  | openness/  | do esn't have much to  | transpa rency transpa rency do with this  | 34  | 59  | Note Share ofrespondents who didn 'toffer an 19-July answernotshown.  | Source Survey ofu.s adults cond lucted June 19-July 2, 2018  | PEW RESEARCH CENTER "
no_data-13303,"Different Questions, Slightly Different",multiColumn/imgs/5571.png,"Among male respondents, about three-in-ten (32%) say men generally prefer to work with men while only 7% say they favor women co-workers. An even larger share of women—40%–of women say men prefer men as co-workers while 9% say men would rather work with women.",https://www.pewresearch.org/fact-tank/2013/12/16/who-men-and-women-prefer-as-their-co-workers/,multiColumn/data/5571.txt,bar,complex,Social & Demographic Trends,multiColumn/bboxes/5571.json,multi_col-5571.txt,"Different Questions, Slightly Different  | Results  | % who say...  | Men mostly...  | All Men Women  | 36  | Prefer men  | 32  | as CO-  | workers  | 40  | Prefer  | women as  | co-workers  | 52  | Doesn't  | 58  | matter  | 46  | Women mostly  | Prefer  | 25  | women as  | co-workers  | 10  | 17  | Prefer men  | as CO-  | 13  | workers  | 21  | 59  | Doesn't  | 53  | matter  | 65  | Questions: prefer Generally having speaking, do you think that men/women  | mostly prefer having other men/women as co-workers, men/women  | prefer having women/men as co-workers, or doesn't it matter to  | men/women?  | Notes: Asked of those currently employed or have ever worked,  | n=1, 963  | PEW RESEARCH CENTER  | Q50, Q51 "
no_data-7609,Europeans with positive view of right-wing populist parties are more confident in Putin's leadership Confidence in Russian President Vladimir Putin to do the rightthing Among those with a favorable view of Among those with an unfa vora ble view of,multiColumn/imgs/3259.png,"Within these countries, those who hold favorable views of right-wing populist parties – like the Alternative for Germany (AfD) or Italy’s Northern League – are more likely to express confidence in Putin than those who hold unfavorable views of those parties. Just about half of those who give positive ratings to the AfD and 46% who favor the Northern League say they are confident Putin will do the right thing regarding world affairs.
In France, those partial to the right-wing National Front (FN) are about twice as likely as those with negative views of the FN to say they are confident in Putin’s leadership (31% vs. 16%). And those who view Geert Wilders’ Dutch Party for Freedom favorably are nearly three times as likely as the party’s detractors to express confidence in Putin (26% vs. 10%).",https://www.pewresearch.org/fact-tank/2017/01/24/europeans-favoring-right-wing-populist-parties-are-more-positive-on-putin/,multiColumn/data/3259.txt,bar,complex,U.S. Politics & Policy,multiColumn/bboxes/3259.json,multi_col-3259.txt,Europeans with positive view of right-wing populist  | parties are more confident in Putin's leadership  | Confidence in Russian President Vladimir Putin to do the rightthing  | regarding world affairs  | Among those with a favorable view of  | Among those with an unfa vora ble view of  | Alternative for Germany  | 49%  | Germany  | 29%  | North ern League  | 46  | Italy  | 27  | 31  | National Front  | France  | 16  | UK Independ ence Party  | 28  | UK  | 16  | Party for Freedom  | 26  | Netherla nns  | 10  | Swedish Democrats  | 21  | Sweden  | Source: Spring 2016 Globa Attitudes Survey  | PEW RESEARCH CENTER 
no_data-15049,Importance of Maintaining Importance Ancestral Language Maintaining How importantis it to you that future generations of living in the United States be able to speak <your ancestrallang uage>? (%) Hispanics,multiColumn/imgs/6047.png,Some 68% of second-generation Latinos consider it very important for future generations to be able to speak Spanish. Third-generation Latinos are equally as likely as their second-generation counterparts to state that retaining the ability to use Spanish is very or somewhat important.,https://www.pewresearch.org/fact-tank/2013/03/20/most-second-generation-hispanics-put-importance-on-ability-to-retain-spanish/,multiColumn/data/6047.txt,bar,complex,Social & Demographic Trends,multiColumn/bboxes/6047.json,multi_col-6047.txt,"Importance of Maintaining  | Importance Ancestral Language Maintaining  | How importantis it to you that future generations  | of living in the United States be able to speak  | <your ancestrallang uage>? (%)  | mivery important  | Somewhat important  | Hispanics  | All  | 75  | 20  | 1st generation  | 82 14  | 2nd generation  | 26  | 68  | Asian Americans  | All  | 45  | 35  | 1st generation  | 33  | 49  | 2nd generation  | 37  | 39  | Notes: speakSpanish Based on all adults wording Hispanics asked about being able  | to varied speakSpanish depending Question respondent wording backg for round; Asian Americans being the topline  | varied Appendix3 speakSpanish depending on respondent wording backg round; see the topline  | varied in Appendix3 depending for details on respondent  | Source: 2011 National Q67 Survey of Latinos Q70, 2012 Asian-  | American Survey Q67  | PEW RESEARCH CENTER "
